translation,language,book,verses,truncated,chrF3,chrF3+,chrF3++,spBLEU,BLEU,copy_chrF3,copy_chrF3+,copy_chrF3++,copy_spBLEU,copy_BLEU,other_chrF3,other_lang
nya,nya,JAS,108,0,43.6,43.59,40.21,14.97,11.59,20.09,19.21,16.82,1.08,0.36,20.09,sna
nya,nya,JDG,618,0,34.52,34.08,30.9,9.57,5.91,23.37,21.69,19.01,2.17,0.32,23.37,sna
nya,nya,JER,1364,0,35.88,35.55,32.27,9.84,6.29,22.98,21.43,18.78,1.98,0.33,22.98,sna
nya,nya,JOB,1070,0,34.69,34.51,31.39,8.4,5.29,19.73,18.97,16.64,1.03,0.17,19.73,sna
nya,nya,JOL,73,0,38.25,38.11,34.89,10.88,8.48,21.57,20.61,18.06,0.97,0.36,21.57,sna
nya,nya,JON,48,0,38.42,38.11,34.81,12.93,8.11,22.31,21.26,18.72,2.67,0.87,22.31,sna
nya,nya,JOS,658,0,33.92,33.72,30.62,8.77,6.39,23.15,21.5,18.91,2.45,1.01,23.15,sna
nya,nya,LAM,154,0,36.46,36.31,33.02,8.75,5.69,21.15,20.28,17.78,0.93,0.22,21.15,sna
nya,nya,LEV,859,0,33.81,33.48,30.36,8.23,5.7,20.93,19.55,17.13,2.61,0.23,20.93,sna
nya,nya,MAL,55,0,38.8,38.46,35.25,13.14,8.65,22.7,21.43,18.79,2.15,0.55,22.7,sna
nya,nya,MIC,105,0,38.2,37.99,34.79,10.44,8.09,22.08,21.04,18.46,1.24,0.35,22.08,sna
nya,nya,MRK,678,0,57.67,57.51,54.35,33.86,27.54,22.68,21.65,19.01,3.02,0.57,22.68,sna
nya,nya,NAM,47,0,31.91,31.51,28.28,5.79,2.75,20.29,19.65,17.26,0.72,0.38,20.29,sna
nya,nya,NEH,405,0,33.48,33.27,30.18,6.92,4.86,24.36,22.73,19.99,2.25,0.74,24.36,sna
nya,nya,NUM,1288,0,34.72,34.45,31.26,8.97,5.81,23.37,21.78,19.11,1.97,0.47,23.37,sna
nya,nya,OBA,21,0,38.25,38.12,35.01,11.27,8.41,24.28,22.9,20.14,1.67,1.21,24.28,sna
nya,nya,PRO,915,0,33.41,33.25,30.22,6.84,4.92,19.03,18.19,15.94,0.36,0.12,19.03,sna
nya,nya,PSA,2460,0,39.96,39.93,36.67,11.46,8.65,20.18,19.46,17.07,0.82,0.17,20.18,sna
nya,nya,RUT,85,0,34.34,33.96,30.85,9.25,5.13,25.03,23.73,20.89,3.52,0.84,25.03,sna
nya,nya,SNG,117,0,31.72,31.55,28.31,5.14,3.53,22.35,21.45,18.81,0.44,0.21,22.35,sna
nya,nya,ZEC,211,0,40.16,39.73,36.26,14.59,8.83,22.81,21.47,18.84,2.58,0.54,22.81,sna
nya,nya,ZEP,53,0,38.45,38.31,34.98,10.52,8.46,22.4,21.38,18.78,1.28,0.56,22.4,sna
nya,nya,[epistles],274,0,44.17,44.11,40.76,15.71,12.66,20.73,19.71,17.29,0.86,0.29,20.73,sna
nya,nya,[OT],23142,0,36.19,35.96,32.76,9.92,6.84,22.8,21.4,18.78,1.97,0.55,22.8,sna
